trade_id,fold,timestamp_entry,timestamp_exit,direction,regime,setup,alpha_proba,meta_proba,approved_risk,actual_risk_percent,risk_amount,lot_size,entry_price,sl_price,tp_price,exit_price,exit_reason,r_gross,r_net,pnl_gross,pnl_net,commission,total_cost,monetary_loss_at_sl,equity_before,equity_after,daily_dd_before,total_dd_before,decision_id
t02_00001,2,2022-06-15 10:00:00+00:00,2022-06-15 12:00:00+00:00,LONG,,CONTINUATION,0.785088,0.711359,0.0025,0.002473,250.0,0.12,1821.1407,1800.5355,1862.351,1825.42,TIMEOUT,0.205408,0.146304,51.35,36.58,0.84,14.78,247.26,100000.0,100036.58,0.0,0.0,dec_20260711T124042958268
t02_00002,2,2022-06-15 11:00:00+00:00,2022-06-15 13:00:00+00:00,LONG,,CONTINUATION,0.712651,0.680614,0.0025,0.002466,250.09,0.12,1821.4107,1800.8533,1862.5253,1825.3,TIMEOUT,0.186621,0.127538,46.67,31.9,0.84,14.78,246.69,100036.58,100068.47,0.0,0.0,dec_20260711T124042960909
t02_00003,2,2022-06-21 22:00:00+00:00,2022-06-22 01:00:00+00:00,SHORT,,CONTINUATION,0.36591,0.757347,0.003,0.002861,300.21,0.15,1830.48,1849.5632,1792.3136,1831.14,TIMEOUT,-0.032977,-0.095433,-9.9,-28.65,1.05,18.75,286.25,100068.47,100039.82,0.000286,0.000286,dec_20260711T124043146230
t02_00004,2,2022-06-22 13:00:00+00:00,2022-06-22 15:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.846399,0.944071,0.0021,0.00196,210.08,0.1,1829.2107,1809.5992,1868.4335,1844.7,TIMEOUT,0.737306,0.678694,154.89,142.58,0.7,12.31,196.11,100039.82,100182.4,0.0,0.0,dec_20260711T124043170638
t02_00005,2,2022-06-27 03:00:00+00:00,2022-06-27 05:00:00+00:00,LONG,,FAIR_VALUE_GAP,0.764458,0.666944,0.0025,0.002336,250.46,0.13,1831.6307,1813.6312,1867.6296,1835.55,TIMEOUT,0.203431,0.139519,50.95,34.94,0.91,16.01,233.99,100182.4,100217.35,0.0,0.0,dec_20260711T124043299606
t02_00006,2,2022-06-27 08:00:00+00:00,2022-06-27 10:00:00+00:00,LONG,,CONTINUATION,0.869087,0.862623,0.0025,0.00237,250.54,0.16,1836.0607,1821.2182,1865.7457,1834.99,TIMEOUT,-0.068375,-0.14701,-17.13,-36.83,1.12,19.7,237.48,100217.35,100180.51,0.000368,0.000368,dec_20260711T124043312067
t02_00007,2,2022-06-30 22:00:00+00:00,2022-07-01 01:00:00+00:00,SHORT,,CONTINUATION,0.365853,0.672232,0.003,0.002932,300.54,0.1,1806.19,1835.5661,1747.4379,1806.27,TIMEOUT,-0.002662,-0.044254,-0.8,-13.3,0.7,12.5,293.76,100180.51,100167.21,0.000133,0.0005,dec_20260711T124043452975
t02_00008,2,2022-07-04 04:00:00+00:00,2022-07-04 06:00:00+00:00,LONG,,CONTINUATION,0.812928,0.865057,0.0014,0.001303,140.23,0.05,1808.864,1782.7592,1861.0736,1811.4,TIMEOUT,0.090423,0.045568,12.68,6.39,0.35,6.29,130.52,100167.21,100173.6,0.0,0.000436,dec_20260711T124043514240
t02_00009,2,2022-07-04 06:00:00+00:00,2022-07-04 08:00:00+00:00,LONG,,CONTINUATION,0.642952,0.790582,0.0025,0.002326,250.43,0.1,1810.2307,1786.9335,1856.825,1812.64,TIMEOUT,0.096208,0.047039,24.09,11.78,0.7,12.31,232.97,100173.6,100185.38,0.0,0.000319,dec_20260711T124043517163
t02_00010,2,2022-07-12 03:00:00+00:00,2022-07-12 05:00:00+00:00,SHORT,,CONTINUATION,0.434426,0.939866,0.003,0.002833,300.56,0.16,1732.666,1750.4033,1697.1914,1735.4,TIMEOUT,-0.145542,-0.213575,-43.74,-64.19,1.12,20.45,283.8,100185.38,100121.19,0.000641,0.000959,dec_20260711T124043779844
t02_00011,2,2022-07-18 03:00:00+00:00,2022-07-18 05:00:00+00:00,LONG,,FAIR_VALUE_GAP,0.857322,0.706101,0.0021,0.001942,210.25,0.11,1710.8907,1693.2144,1746.2432,1713.79,TIMEOUT,0.151689,0.087268,31.89,18.35,0.77,13.54,194.44,100121.19,100139.54,0.0,0.000776,dec_20260711T124043983800
t02_00012,2,2022-07-20 23:00:00+00:00,2022-07-21 02:00:00+00:00,SHORT,,CONTINUATION,0.395036,0.723767,0.003,0.002954,300.42,0.15,1695.1793,1714.9029,1655.7322,1695.4,TIMEOUT,-0.011018,-0.072499,-3.31,-21.78,1.05,18.47,295.85,100139.54,100117.76,0.000217,0.000994,dec_20260711T124044148408
t02_00013,2,2022-07-21 21:00:00+00:00,2022-07-21 23:00:00+00:00,LONG,,CONTINUATION,0.852742,0.722428,0.0025,0.002477,250.29,0.06,1714.4607,1673.1325,1797.1171,1718.264,TIMEOUT,0.091174,0.061656,22.82,15.43,0.42,7.39,247.97,100117.76,100133.19,0.0,0.00084,dec_20260711T124044200516
t02_00014,2,2022-07-27 20:00:00+00:00,2022-07-27 22:00:00+00:00,LONG,,CONTINUATION,0.95369,0.968876,0.0025,0.002254,250.33,0.09,1721.3507,1696.2766,1771.4989,1734.48,TIMEOUT,0.472033,0.427763,118.16,107.08,0.63,11.08,225.67,100133.19,100240.27,0.0,0.0,dec_20260711T124044434756
t02_00015,2,2022-07-27 21:00:00+00:00,2022-07-27 23:00:00+00:00,LONG,,CONTINUATION,0.949565,0.960618,0.0025,0.002428,250.6,0.09,1722.0457,1695.0026,1776.1317,1734.67,TIMEOUT,0.453388,0.409166,113.62,102.54,0.63,11.08,243.39,100240.27,100342.81,0.0,0.0,dec_20260711T124044438164
t02_00016,2,2022-07-28 10:00:00+00:00,2022-07-28 12:00:00+00:00,LONG,,CONTINUATION,0.681868,0.704519,0.003,0.002915,301.03,0.12,1741.8807,1717.5101,1790.6217,1741.3,TIMEOUT,-0.023147,-0.072232,-6.97,-21.74,0.84,14.78,292.45,100342.81,100321.07,0.000217,0.000217,dec_20260711T124044465489
t02_00017,2,2022-08-01 12:00:00+00:00,2022-08-01 14:00:00+00:00,LONG,,CONTINUATION,0.786513,0.761428,0.003,0.002863,300.96,0.16,1766.0907,1748.1425,1801.9871,1772.63,TIMEOUT,0.347652,0.28219,104.63,84.93,1.12,19.7,287.17,100321.07,100405.99,0.0,0.0,dec_20260711T124044592088
t02_00018,2,2022-08-02 03:00:00+00:00,2022-08-02 05:00:00+00:00,LONG,,CONTINUATION,0.874302,0.900219,0.003,0.002885,301.22,0.18,1772.9507,1756.8553,1805.1414,1775.61,TIMEOUT,0.158914,0.081748,47.87,24.62,1.26,23.24,289.72,100405.99,100430.62,0.0,0.0,dec_20260711T124044631223
t02_00019,2,2022-08-02 15:00:00+00:00,2022-08-02 17:00:00+00:00,LONG,,CONTINUATION,0.797156,0.784331,0.003,0.002932,301.29,0.14,1779.1707,1758.1348,1821.2425,1776.8,TIMEOUT,-0.110157,-0.167374,-33.19,-50.43,0.98,17.24,294.5,100430.62,100380.19,0.000502,0.000502,dec_20260711T124044664784
t02_00020,2,2022-08-04 08:00:00+00:00,2022-08-04 10:00:00+00:00,LONG,,CONTINUATION,0.820878,0.806708,0.0025,0.002359,250.95,0.15,1771.5707,1755.7866,1803.1389,1773.08,TIMEOUT,0.090217,0.015421,22.64,3.87,1.05,18.77,236.76,100380.19,100384.06,0.0,0.000464,dec_20260711T124044747105
t02_00021,2,2022-08-04 10:00:00+00:00,2022-08-04 12:00:00+00:00,LONG,,CONTINUATION,0.911678,0.83025,0.0025,0.002493,250.96,0.16,1772.3107,1756.6682,1803.5957,1779.76,TIMEOUT,0.474934,0.39643,119.19,99.49,1.12,19.7,250.28,100384.06,100483.55,0.0,0.0,dec_20260711T124044753844
t02_00022,2,2022-08-08 13:00:00+00:00,2022-08-08 15:00:00+00:00,LONG,,CONTINUATION,0.843238,0.757888,0.0025,0.002365,251.21,0.17,1778.2507,1764.2719,1806.2082,1781.9,TIMEOUT,0.246959,0.163632,62.04,41.11,1.19,20.93,237.64,100483.55,100524.65,0.0,0.0,dec_20260711T124044853843
t02_00023,2,2022-08-08 15:00:00+00:00,2022-08-08 17:00:00+00:00,LONG,,CONTINUATION,0.855782,0.781357,0.0025,0.002435,251.31,0.15,1783.4807,1767.1623,1816.1175,1787.5,TIMEOUT,0.239903,0.166408,60.29,41.82,1.05,18.47,244.78,100524.65,100566.47,0.0,0.0,dec_20260711T124044860619
t02_00024,2,2022-08-10 10:00:00+00:00,2022-08-10 12:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.780905,0.718512,0.0021,0.00204,211.19,0.21,1790.3007,1780.5333,1809.8353,1794.21,TIMEOUT,0.388731,0.266291,82.1,56.24,1.47,25.86,205.11,100566.47,100622.71,0.0,0.0,dec_20260711T124044960071
t02_00025,2,2022-08-10 13:00:00+00:00,2022-08-10 15:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.808994,0.772786,0.0021,0.00204,211.31,0.15,1794.7907,1781.1044,1822.1632,1797.38,TIMEOUT,0.183806,0.096399,38.84,20.37,1.05,18.47,205.29,100622.71,100643.08,0.0,0.0,dec_20260711T124044970185
t02_00026,2,2022-08-12 21:00:00+00:00,2022-08-12 23:00:00+00:00,LONG,,CONTINUATION,0.565605,0.663859,0.003,0.002806,301.93,0.13,1799.5507,1777.8239,1843.0042,1801.68,TIMEOUT,0.091681,0.038665,27.68,11.67,0.91,16.01,282.45,100643.08,100654.76,0.0,0.0,dec_20260711T124045095821
t02_00027,2,2022-08-19 22:00:00+00:00,2022-08-22 01:00:00+00:00,SHORT,,CONTINUATION,0.29746,0.651949,0.003,0.002977,301.96,0.19,1746.08,1761.8505,1714.5389,1746.92,TIMEOUT,-0.052855,-0.131507,-15.96,-39.71,1.33,23.75,299.64,100654.76,100615.05,0.000395,0.000395,dec_20260711T124045440062
t02_00028,2,2022-08-24 10:00:00+00:00,2022-08-24 12:00:00+00:00,LONG,,PULLBACK,0.777395,0.721708,0.003,0.002934,301.85,0.28,1747.7807,1737.2378,1768.8664,1748.91,TIMEOUT,0.104758,-0.009462,31.62,-2.86,1.96,34.48,295.2,100615.05,100612.19,2.8e-05,0.000423,dec_20260711T124045615259
t02_00029,2,2022-08-24 15:00:00+00:00,2022-08-24 17:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.820535,0.691523,0.0011,0.001067,110.67,0.07,1746.1207,1730.7885,1776.785,1752.26,TIMEOUT,0.38832,0.310436,42.98,34.36,0.49,8.62,107.32,100612.19,100646.55,0.0,8.2e-05,dec_20260711T124045619124
t02_00030,2,2022-08-25 02:00:00+00:00,2022-08-25 04:00:00+00:00,LONG,,CONTINUATION,0.92758,0.818183,0.003,0.002917,301.94,0.16,1751.9473,1733.6007,1788.6405,1755.26,TIMEOUT,0.17554,0.109585,53.0,33.09,1.12,19.91,293.55,100646.55,100679.63,0.0,0.0,dec_20260711T124045622990
t02_00031,2,2022-08-31 22:00:00+00:00,2022-09-01 01:00:00+00:00,SHORT,,CONTINUATION,0.307627,0.808545,0.003,0.002803,302.04,0.11,1710.43,1736.0829,1659.1243,1710.84,TIMEOUT,-0.014932,-0.060456,-4.51,-18.26,0.77,13.75,282.18,100679.63,100661.37,0.000181,0.000181,dec_20260711T124045966805
t02_00032,2,2022-09-02 13:00:00+00:00,2022-09-02 15:00:00+00:00,LONG,,CONTINUATION,0.894392,0.821576,0.0025,0.002434,251.65,0.18,1707.6407,1694.0278,1734.8664,1708.82,TIMEOUT,0.084355,-0.003719,21.23,-0.94,1.26,22.16,245.03,100661.37,100660.44,9e-06,0.000191,dec_20260711T124046067137
t02_00033,2,2022-09-06 03:00:00+00:00,2022-09-06 05:00:00+00:00,LONG,,CONTINUATION,0.89422,0.83587,0.0016,0.001545,161.06,0.12,1714.484,1701.5245,1740.4029,1719.42,TIMEOUT,0.367764,0.275525,59.23,44.38,0.84,14.86,155.51,100660.44,100704.81,0.0,0.0,dec_20260711T124046156829
t02_00034,2,2022-09-06 22:00:00+00:00,2022-09-07 01:00:00+00:00,SHORT,,CONTINUATION,0.40319,0.850354,0.003,0.002913,302.11,0.15,1699.47,1719.0271,1660.3557,1700.14,TIMEOUT,-0.033266,-0.09533,-10.05,-28.8,1.05,18.75,293.36,100704.81,100676.01,0.000286,0.000286,dec_20260711T124046226493
t02_00035,2,2022-09-07 16:00:00+00:00,2022-09-07 18:00:00+00:00,LONG,,PULLBACK,0.92773,0.900761,0.0025,0.002494,251.69,0.1,1700.8807,1675.7732,1751.0957,1710.59,TIMEOUT,0.385766,0.336843,97.09,84.78,0.7,12.31,251.07,100676.01,100760.79,0.0,0.0,dec_20260711T124046267115
t02_00036,2,2022-09-07 17:00:00+00:00,2022-09-07 19:00:00+00:00,LONG,,PULLBACK,0.840073,0.709603,0.0025,0.002385,251.9,0.09,1704.7307,1678.0319,1758.1282,1714.81,TIMEOUT,0.360119,0.316125,90.71,79.63,0.63,11.08,240.29,100760.79,100840.43,0.0,0.0,dec_20260711T124046271533
t02_00037,2,2022-09-08 09:00:00+00:00,2022-09-08 11:00:00+00:00,LONG,,CONTINUATION,0.731122,0.656658,0.003,0.002976,302.52,0.22,1716.7307,1703.0916,1744.0089,1718.04,TIMEOUT,0.095218,0.005672,28.81,1.72,1.54,27.09,300.06,100840.43,100842.14,0.0,0.0,dec_20260711T124046297613
t02_00038,2,2022-09-13 22:00:00+00:00,2022-09-14 01:00:00+00:00,SHORT,,CONTINUATION,0.437024,0.854319,0.003,0.002996,302.53,0.09,1702.19,1735.7645,1635.0411,1701.7,TIMEOUT,0.014577,-0.022609,4.41,-6.84,0.63,11.25,302.17,100842.14,100835.3,6.8e-05,6.8e-05,dec_20260711T124046579155
t02_00039,2,2022-09-21 12:00:00+00:00,2022-09-21 14:00:00+00:00,LONG,,CONTINUATION,0.622542,0.733889,0.0025,0.002352,252.09,0.15,1671.7407,1655.9285,1703.365,1674.86,TIMEOUT,0.185608,0.112341,46.79,28.32,1.05,18.47,237.18,100835.3,100863.62,0.0,0.0,dec_20260711T124047007475
t02_00040,2,2022-09-23 21:00:00+00:00,2022-09-23 23:00:00+00:00,SHORT,,CONTINUATION,0.355926,0.677681,0.003,0.00272,302.59,0.08,1643.9143,1678.202,1575.339,1644.905,TIMEOUT,-0.026192,-0.058746,-7.93,-17.78,0.56,9.85,274.3,100863.62,100845.85,0.000176,0.000176,dec_20260711T124047206813
t02_00041,2,2022-09-28 18:00:00+00:00,2022-09-28 20:00:00+00:00,LONG,,CONTINUATION,0.913055,0.812529,0.0025,0.00213,252.11,0.05,1651.1707,1608.2128,1737.0864,1660.36,TIMEOUT,0.182248,0.157828,45.95,39.79,0.35,6.16,214.79,100845.85,100885.64,0.0,0.0,dec_20260711T124047427191
t02_00042,2,2022-09-30 09:00:00+00:00,2022-09-30 11:00:00+00:00,LONG,,CONTINUATION,0.717335,0.72461,0.003,0.002891,302.66,0.17,1668.2607,1651.1035,1702.575,1671.7,TIMEOUT,0.193183,0.12402,58.47,37.54,1.19,20.93,291.67,100885.64,100923.17,0.0,0.0,dec_20260711T124047560741
t02_00043,2,2022-10-03 03:00:00+00:00,2022-10-03 05:00:00+00:00,LONG,,FAIR_VALUE_GAP,0.732378,0.88887,0.0021,0.001982,211.94,0.09,1664.4207,1642.1905,1708.881,1663.54,TIMEOUT,-0.037397,-0.089686,-7.93,-19.01,0.63,11.08,200.07,100923.17,100904.16,0.000188,0.000188,dec_20260711T124047612644
t02_00044,2,2022-10-03 14:00:00+00:00,2022-10-03 16:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.794669,0.740558,0.0021,0.001954,211.9,0.11,1666.0007,1648.0783,1701.8453,1668.96,TIMEOUT,0.153623,0.089703,32.55,19.01,0.77,13.54,197.15,100904.16,100923.17,0.0,0.0,dec_20260711T124047640982
t02_00045,2,2022-10-07 22:00:00+00:00,2022-10-10 01:00:00+00:00,SHORT,,CONTINUATION,0.402199,0.759098,0.003,0.002862,302.77,0.1,1695.94,1724.8239,1638.1721,1697.16,TIMEOUT,-0.040295,-0.08158,-12.2,-24.7,0.7,12.5,288.84,100923.17,100898.47,0.000245,0.000245,dec_20260711T124047962797
t02_00046,2,2022-10-12 21:00:00+00:00,2022-10-12 23:00:00+00:00,LONG,,PULLBACK,0.726635,0.709327,0.0025,0.002484,252.25,0.14,1671.4107,1653.5064,1707.2192,1673.12,TIMEOUT,0.094869,0.026529,23.93,6.69,0.98,17.24,250.66,100898.47,100905.16,0.0,0.000178,dec_20260711T124048199560
t02_00047,2,2022-10-12 22:00:00+00:00,2022-10-13 01:00:00+00:00,LONG,,CONTINUATION,0.786996,0.765891,0.003,0.00284,302.72,0.16,1673.37,1655.4604,1709.1893,1673.32,TIMEOUT,-0.002643,-0.06871,-0.8,-20.8,1.12,20.0,286.55,100905.16,100884.36,0.000206,0.000385,dec_20260711T124048204106
t02_00048,2,2022-10-17 13:00:00+00:00,2022-10-17 15:00:00+00:00,LONG,,CONTINUATION,0.875209,0.89303,0.0025,0.002385,252.21,0.13,1657.5607,1639.0508,1694.5803,1666.25,TIMEOUT,0.447886,0.384418,112.96,96.95,0.91,16.01,240.63,100884.36,100981.32,0.0,0.0,dec_20260711T124048417586
t02_00049,2,2022-10-17 14:00:00+00:00,2022-10-17 16:00:00+00:00,LONG,,CONTINUATION,0.846466,0.852771,0.0025,0.002418,252.45,0.12,1657.7007,1637.3501,1698.4017,1664.73,TIMEOUT,0.334133,0.275603,84.35,69.58,0.84,14.78,244.21,100981.32,101050.89,0.0,0.0,dec_20260711T124048422323
t02_00050,2,2022-10-20 13:00:00+00:00,2022-10-20 15:00:00+00:00,LONG,,CONTINUATION,0.778868,0.655131,0.0025,0.002315,252.63,0.12,1635.1407,1615.6501,1674.1217,1632.66,TIMEOUT,-0.117832,-0.176321,-29.77,-44.54,0.84,14.78,233.89,101050.89,101006.35,0.000441,0.000441,dec_20260711T124048642337
t02_00051,2,2022-10-21 21:00:00+00:00,2022-10-21 23:00:00+00:00,LONG,,CONTINUATION,0.818175,0.761384,0.0025,0.002228,252.52,0.06,1652.3907,1614.8751,1727.4217,1656.995,TIMEOUT,0.109401,0.080144,27.63,20.24,0.42,7.39,225.09,101006.35,101026.59,0.0,0.000241,dec_20260711T124048756631
t02_00052,2,2022-10-26 07:00:00+00:00,2022-10-26 09:00:00+00:00,LONG,,CONTINUATION,0.881333,0.861568,0.0025,0.002402,252.57,0.14,1657.6807,1640.3455,1692.351,1665.06,TIMEOUT,0.409038,0.340785,103.31,86.07,0.98,17.24,242.69,101026.59,101112.66,0.0,0.0,dec_20260711T124048974122
t02_00053,2,2022-11-02 09:00:00+00:00,2022-11-02 11:00:00+00:00,LONG,,CONTINUATION,0.782381,0.696941,0.003,0.002954,303.34,0.23,1651.504,1638.5186,1677.4747,1654.26,TIMEOUT,0.208967,0.115099,63.39,34.91,1.61,28.47,298.66,101112.66,101147.57,0.0,0.0,dec_20260711T124049439240
t02_00054,2,2022-11-04 03:00:00+00:00,2022-11-04 05:00:00+00:00,LONG,,CONTINUATION,0.93292,0.842989,0.0025,0.002337,252.87,0.12,1631.0207,1611.3201,1670.4217,1638.83,TIMEOUT,0.370594,0.31216,93.71,78.94,0.84,14.78,236.41,101147.57,101226.51,0.0,0.0,dec_20260711T124049587806
t02_00055,2,2022-11-04 04:00:00+00:00,2022-11-04 06:00:00+00:00,LONG,,CONTINUATION,0.87507,0.67067,0.0025,0.002398,253.07,0.12,1634.234,1614.0028,1674.6965,1646.51,TIMEOUT,0.5821,0.523397,147.31,132.46,0.84,14.86,242.78,101226.51,101358.97,0.0,0.0,dec_20260711T124049592983
t02_00056,2,2022-11-10 17:00:00+00:00,2022-11-10 19:00:00+00:00,LONG,,CONTINUATION,0.78396,0.685124,0.003,0.002672,304.08,0.08,1744.5907,1710.7355,1812.301,1748.43,TIMEOUT,0.101009,0.068614,30.71,20.86,0.56,9.85,270.84,101358.97,101379.83,0.0,0.0,dec_20260711T124049913415
t02_00057,2,2022-11-10 21:00:00+00:00,2022-11-10 23:00:00+00:00,LONG,,CONTINUATION,0.791784,0.663653,0.003,0.002906,304.14,0.08,1751.2307,1714.4098,1824.8725,1754.56,TIMEOUT,0.087574,0.055185,26.63,16.78,0.56,9.85,294.57,101379.83,101396.61,0.0,0.0,dec_20260711T124049927949
t02_00058,2,2022-11-16 11:00:00+00:00,2022-11-16 13:00:00+00:00,LONG,,CONTINUATION,0.623206,0.685543,0.003,0.002852,304.19,0.15,1779.7807,1760.4987,1818.3446,1783.22,TIMEOUT,0.169598,0.108879,51.59,33.12,1.05,18.47,289.23,101396.61,101429.73,0.0,0.0,dec_20260711T124050246516
t02_00059,2,2022-11-23 20:00:00+00:00,2022-11-23 22:00:00+00:00,LONG,,CONTINUATION,0.927049,0.87943,0.0025,0.002334,253.57,0.09,1743.8507,1717.5457,1796.4607,1751.075,TIMEOUT,0.256414,0.21271,65.02,53.94,0.63,11.08,236.75,101429.73,101483.67,0.0,0.0,dec_20260711T124050753854
t02_00060,2,2022-11-23 21:00:00+00:00,2022-11-23 23:00:00+00:00,LONG,,CONTINUATION,0.936741,0.919975,0.0025,0.002371,253.71,0.09,1744.3607,1717.6228,1797.8364,1749.4,TIMEOUT,0.178763,0.135083,45.35,34.27,0.63,11.08,240.64,101483.67,101517.94,0.0,0.0,dec_20260711T124050759181
t02_00061,2,2022-11-30 20:00:00+00:00,2022-11-30 22:00:00+00:00,LONG,,FAILED_BREAKOUT,0.961758,0.949059,0.0021,0.002086,213.19,0.09,1753.4207,1729.8896,1800.4828,1769.705,TIMEOUT,0.687457,0.635475,146.56,135.48,0.63,11.08,211.78,101517.94,101653.42,0.0,0.0,dec_20260711T124051197723
t02_00062,2,2022-12-01 02:00:00+00:00,2022-12-01 04:00:00+00:00,LONG,,CONTINUATION,0.866296,0.671103,0.003,0.002806,304.96,0.1,1773.964,1745.4394,1831.0133,1773.54,TIMEOUT,-0.013903,-0.055155,-4.24,-16.82,0.7,12.58,285.25,101653.42,101636.6,0.000165,0.000165,dec_20260711T124051218169
t02_00063,2,2022-12-01 16:00:00+00:00,2022-12-01 18:00:00+00:00,LONG,,CONTINUATION,0.935436,0.90778,0.003,0.002821,304.91,0.11,1789.9507,1763.8857,1842.0807,1802.08,TIMEOUT,0.43758,0.393159,133.42,119.88,0.77,13.54,286.71,101636.6,101756.48,0.0,0.0,dec_20260711T124051263403
t02_00064,2,2022-12-06 13:00:00+00:00,2022-12-06 15:00:00+00:00,LONG,,CONTINUATION,0.597821,0.801863,0.0025,0.002471,254.39,0.15,1774.4607,1757.6989,1807.9842,1777.96,TIMEOUT,0.206337,0.133732,52.49,34.02,1.05,18.47,251.43,101756.48,101790.5,0.0,0.0,dec_20260711T124051496879
t02_00065,2,2022-12-07 15:00:00+00:00,2022-12-07 17:00:00+00:00,LONG,,CONTINUATION,0.904722,0.887423,0.0025,0.002407,254.48,0.16,1775.6807,1760.3644,1806.3132,1780.55,TIMEOUT,0.306151,0.228733,77.91,58.21,1.12,19.7,245.06,101790.5,101848.71,0.0,0.0,dec_20260711T124051601718
t02_00066,2,2022-12-07 16:00:00+00:00,2022-12-07 18:00:00+00:00,LONG,,CONTINUATION,0.910338,0.792676,0.0025,0.002496,254.62,0.15,1779.0207,1762.0753,1812.9114,1782.33,TIMEOUT,0.194957,0.122418,49.64,31.17,1.05,18.47,254.18,101848.71,101879.88,0.0,0.0,dec_20260711T124051607276
t02_00067,2,2022-12-13 14:00:00+00:00,2022-12-13 14:00:00+00:00,LONG,,CONTINUATION,0.918521,0.971153,0.0025,0.002382,254.7,0.14,1788.134,1770.7994,1822.8033,1822.8033,TP_HIT,1.905654,1.835406,485.37,467.48,0.98,17.89,242.69,101879.88,102347.35,0.0,0.0,dec_20260711T124051949276
t02_00068,2,2022-12-13 15:00:00+00:00,2022-12-13 17:00:00+00:00,LONG,,CONTINUATION,0.955988,0.985476,0.0025,0.002316,255.87,0.1,1789.7007,1765.9987,1837.1046,1809.42,TIMEOUT,0.770678,0.722554,197.19,184.88,0.7,12.31,237.02,102347.35,102532.23,0.0,0.0,dec_20260711T124051955038
t02_00069,2,2022-12-16 15:00:00+00:00,2022-12-16 17:00:00+00:00,LONG,,CONTINUATION,0.917177,0.848235,0.0025,0.002318,256.33,0.12,1785.7107,1765.9089,1825.3142,1787.62,TIMEOUT,0.089385,0.03174,22.91,8.14,0.84,14.78,237.62,102532.23,102540.37,0.0,0.0,dec_20260711T124052222210
t02_00070,2,2022-12-16 16:00:00+00:00,2022-12-16 18:00:00+00:00,LONG,,CONTINUATION,0.87414,0.826167,0.0025,0.002461,256.35,0.12,1786.0807,1765.0485,1828.145,1788.52,TIMEOUT,0.114188,0.056548,29.27,14.5,0.84,14.78,252.39,102540.37,102554.87,0.0,0.0,dec_20260711T124052227886
t02_00071,2,2022-12-19 18:00:00+00:00,2022-12-19 20:00:00+00:00,LONG,,FAILED_BREAKOUT,0.788668,0.763265,0.0021,0.002049,215.37,0.13,1786.7507,1770.5883,1819.0753,1788.74,TIMEOUT,0.120079,0.045754,25.86,9.85,0.91,16.01,210.11,102554.87,102564.72,0.0,0.0,dec_20260711T124052311824
t02_00072,2,2022-12-20 18:00:00+00:00,2022-12-20 20:00:00+00:00,LONG,,CONTINUATION,0.831426,0.68458,0.003,0.002993,307.69,0.1,1815.9507,1785.2521,1877.3478,1815.54,TIMEOUT,-0.013347,-0.053365,-4.11,-16.42,0.7,12.31,306.99,102564.72,102548.3,0.00016,0.00016,dec_20260711T124052405822
t02_00073,2,2023-01-03 08:00:00+00:00,2023-01-03 10:00:00+00:00,LONG,,BREAKOUT_RETEST,0.763961,0.752303,0.003,0.002979,307.64,0.14,1840.9807,1819.1619,1884.6182,1835.82,TIMEOUT,-0.23485,-0.290885,-72.25,-89.49,0.98,17.24,305.46,102548.3,102458.81,0.000873,0.001033,dec_20260711T124053165350
t02_00074,2,2023-01-06 16:00:00+00:00,2023-01-06 18:00:00+00:00,LONG,,CONTINUATION,0.767327,0.795396,0.0014,0.001377,143.44,0.06,1852.4007,1828.8903,1899.4214,1863.41,TIMEOUT,0.460513,0.409007,66.06,58.67,0.42,7.39,141.06,102458.81,102517.48,0.0,0.000461,dec_20260711T124053459915
t02_00075,2,2023-01-11 07:00:00+00:00,2023-01-11 09:00:00+00:00,LONG,,CONTINUATION,0.834324,0.823466,0.003,0.002949,307.55,0.19,1878.4807,1862.5701,1910.3017,1881.66,TIMEOUT,0.196415,0.120345,60.41,37.01,1.33,23.4,302.3,102517.48,102554.49,0.0,0.0001,dec_20260711T124053750974
t02_00076,2,2023-01-11 10:00:00+00:00,2023-01-11 12:00:00+00:00,LONG,,BREAKOUT_RETEST,0.594886,0.749136,0.003,0.002941,307.66,0.2,1882.1807,1867.1012,1912.3396,1884.49,TIMEOUT,0.150122,0.070077,46.19,21.56,1.4,24.63,301.59,102554.49,102576.05,0.0,0.0,dec_20260711T124053762597
t02_00077,2,2023-01-12 15:00:00+00:00,2023-01-12 17:00:00+00:00,LONG,,CONTINUATION,0.82246,0.73423,0.003,0.002806,307.73,0.14,1887.7507,1867.1914,1928.8692,1888.88,TIMEOUT,0.051378,-0.00464,15.81,-1.43,0.98,17.24,287.83,102576.05,102574.62,1.4e-05,1.4e-05,dec_20260711T124053829637
t02_00078,2,2023-01-12 19:00:00+00:00,2023-01-12 21:00:00+00:00,LONG,,CONTINUATION,0.836132,0.669126,0.003,0.002976,307.72,0.1,1893.1907,1862.6605,1954.251,1897.44,TIMEOUT,0.138091,0.098076,42.49,30.18,0.7,12.31,305.3,102574.62,102604.8,0.0,0.0,dec_20260711T124053835730
